from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_mile_per_lane,speed_in_mph,queue_length_percentage,cumulative_arrival_count,cumulative_departure_count,time_dependent_left_arrival_count,time_dependent_left_departure_count,number_of_through_and_right_queued_vehicles,number_of_left_queued_vehicles,cumulative_SOV_revenue,cumulative_HOV_revenue,total_energy,total_CO2,total_NOX,total_CO,total_HC,energy_miles_per_gallon,CO2_per_mile,NOX_per_mile,CO_per_mile,HC_per_mile
14,15,14->15,2,571, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,572, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,573, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,574, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,575, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,576, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,577, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,578, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,579, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,580, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,581, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,582, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,583, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,584, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,585, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,586, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,587, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,588, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,589, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,590, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,591, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,592, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,593, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,594, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,595, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,596, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,597, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,598, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,599, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,600, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,601, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,602, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,603, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,604, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,605, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,606, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,607, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,608, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,609, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,610, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,611, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,612, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,613, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,614, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,615, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,616, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,617, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,618, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,619, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,620, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,621, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,622, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,623, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,624, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,625, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,626, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,627, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,628, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,629, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,630, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,631, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,632, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,633, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,634, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,635, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,636, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,637, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,638, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,639, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,640, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
14,15,14->15,2,641, 25.89,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,420, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,0,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,421, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,17,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,422, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,33,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,423, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,50,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,424, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,67,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,425, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,83,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,426, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,100,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,427, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,117,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,428, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,133,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,429, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,150,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,430, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,167,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,431, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,183,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,432, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,200,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,433, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,217,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,434, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,233,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,435, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,250,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,436, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,267,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,437, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,283,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,438, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,300,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,439, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,317,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,440, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,333,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,441, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,350,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,442, 25.89,  0.00, 16.00,  0.00,480.00,960.00,  0.00,80.00,0,367,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,443, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,383,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,444, 25.89,  0.00, 17.00,  0.00,510.00,1020.00,  0.00,80.00,0,400,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,445, 25.89,  0.00, 16.00,  2.00,480.00,960.00,  0.00,80.00,0,417,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,446, 25.89,  0.00, 17.00, 16.00,510.00,1020.00,  0.00,80.00,0,433,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,447, 25.89,  0.00, 17.00, 17.00,510.00,1020.00,  0.00,80.00,0,450,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,448, 25.89,  0.00, 16.00, 17.00,480.00,960.00,  0.00,80.00,0,467,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,449, 25.89,  0.00, 17.00, 16.00,510.00,1020.00,  0.00,80.00,0,483,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,450, 25.89,  0.00, 17.00, 17.00,510.00,1020.00,  0.00,80.00,0,500,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,451, 25.89,  0.00, 16.00, 17.00,480.00,960.00,  0.00,80.00,0,517,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,452, 25.89,  0.00, 17.00, 16.00,510.00,1020.00,  0.00,80.00,0,533,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,453, 25.89,  0.00, 17.00, 17.00,510.00,1020.00,  0.00,80.00,0,550,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
15,14,15->14,2,454, 25.89,  0.00, 16.00, 17.00,480.00,960.00,  0.00,80.00,0,567,0,0,0,0,  0.00,  0.00,  0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
