agent_id,trip_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
1097,0,15,7,485.85,567.70,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,485.9;511.7;516.0;524.2;528.5;532.2;538.3;546.2;567.7;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;485.90;0;0><14; 511.74;25.84;0.00><13; 515.96;4.22;0.00><12; 524.18;8.22;0.00><11; 528.48;4.30;0.00><3; 532.21;3.73;0.00><6; 538.35;6.14;0.00><5; 546.19;7.84;0.00><7; 567.70;21.51;0.00>"
1098,0,15,7,485.91,567.80,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,485.9;511.8;516.0;524.2;528.5;532.3;538.4;546.3;567.8;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;485.90;0;0><14; 511.80;25.90;0.00><13; 516.02;4.22;0.00><12; 524.24;8.22;0.00><11; 528.54;4.30;0.00><3; 532.27;3.73;0.00><6; 538.41;6.14;0.00><5; 546.25;7.84;0.00><7; 567.80;21.55;0.00>"
1099,0,15,7,485.97,577.90,0.03,1,91.93,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.0;511.9;516.1;524.3;529.3;532.5;533.0;537.7;542.3;548.5;556.3;577.9;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.57;,"<15;486.00;0;0><14; 511.86;25.86;0.00><13; 516.08;4.22;0.00><12; 524.30;8.22;0.00><16; 529.30;5.00;0.00><1; 532.52;3.23;0.00><2; 532.97;0.45;0.00><4; 537.70;4.73;0.00><3; 542.35;4.65;0.00><6; 548.49;6.14;0.00><5; 556.33;7.84;0.00><7; 577.90;21.57;0.00>"
1100,0,15,7,486.03,577.90,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.1;511.9;516.1;524.4;529.4;532.6;533.0;537.8;542.4;548.5;556.4;577.9;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;486.10;0;0><14; 511.92;25.82;0.00><13; 516.14;4.22;0.00><12; 524.36;8.22;0.00><16; 529.36;5.00;0.00><1; 532.58;3.23;0.00><2; 533.03;0.45;0.00><4; 537.76;4.73;0.00><3; 542.41;4.65;0.00><6; 548.55;6.14;0.00><5; 556.39;7.84;0.00><7; 577.90;21.51;0.00>"
1101,0,15,7,486.09,568.10,0.01,1,82.01,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.1;512.0;516.2;524.4;528.7;532.5;538.7;546.5;568.1;,25.88;4.22;8.22;4.30;3.73;6.25;7.84;21.56;,"<15;486.10;0;0><14; 511.98;25.88;0.00><13; 516.20;4.22;0.00><12; 524.42;8.22;0.00><11; 528.72;4.30;0.00><3; 532.45;3.73;0.00><6; 538.70;6.25;0.00><5; 546.54;7.84;0.00><7; 568.10;21.56;0.00>"
1102,0,15,7,486.15,578.00,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.2;512.0;516.3;524.5;529.5;532.7;533.1;537.9;542.5;548.7;556.5;578.0;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;486.20;0;0><14; 512.04;25.84;0.00><13; 516.26;4.22;0.00><12; 524.48;8.22;0.00><16; 529.48;5.00;0.00><1; 532.70;3.23;0.00><2; 533.15;0.45;0.00><4; 537.88;4.73;0.00><3; 542.53;4.65;0.00><6; 548.67;6.14;0.00><5; 556.51;7.84;0.00><7; 578.00;21.49;0.00>"
1103,0,15,7,486.21,578.10,-0.01,1,91.89,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.2;512.1;516.3;524.5;529.5;532.8;533.2;537.9;542.6;548.7;556.6;578.1;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;486.20;0;0><14; 512.10;25.90;0.00><13; 516.32;4.22;0.00><12; 524.54;8.22;0.00><16; 529.54;5.00;0.00><1; 532.76;3.23;0.00><2; 533.21;0.45;0.00><4; 537.94;4.73;0.00><3; 542.59;4.65;0.00><6; 548.73;6.14;0.00><5; 556.57;7.84;0.00><7; 578.10;21.53;0.00>"
1104,0,15,7,486.27,568.10,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.3;512.2;516.4;524.6;528.9;532.6;538.8;546.6;568.1;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;486.30;0;0><14; 512.16;25.86;0.00><13; 516.38;4.22;0.00><12; 524.60;8.22;0.00><11; 528.90;4.30;0.00><3; 532.63;3.73;0.00><6; 538.77;6.14;0.00><5; 546.61;7.84;0.00><7; 568.10;21.49;0.00>"
1105,0,15,7,486.33,568.20,0.07,1,81.87,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.4;512.2;516.4;524.7;529.0;532.7;538.8;546.7;568.2;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;486.40;0;0><14; 512.22;25.82;0.00><13; 516.44;4.22;0.00><12; 524.66;8.22;0.00><11; 528.96;4.30;0.00><3; 532.69;3.73;0.00><6; 538.83;6.14;0.00><5; 546.67;7.84;0.00><7; 568.20;21.53;0.00>"
1106,0,15,7,486.39,578.30,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.4;512.3;516.5;524.7;529.7;532.9;533.4;538.1;542.8;548.9;556.8;578.3;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;486.40;0;0><14; 512.28;25.88;0.00><13; 516.50;4.22;0.00><12; 524.72;8.22;0.00><16; 529.72;5.00;0.00><1; 532.94;3.23;0.00><2; 533.39;0.45;0.00><4; 538.12;4.73;0.00><3; 542.77;4.65;0.00><6; 548.91;6.14;0.00><5; 556.75;7.84;0.00><7; 578.30;21.55;0.00>"
1107,0,15,7,486.45,578.50,0.05,1,92.05,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.5;512.3;516.6;524.8;529.8;533.0;533.4;538.2;542.8;549.1;556.9;578.5;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.27;7.84;21.56;,"<15;486.50;0;0><14; 512.34;25.84;0.00><13; 516.56;4.22;0.00><12; 524.78;8.22;0.00><16; 529.78;5.00;0.00><1; 533.00;3.23;0.00><2; 533.45;0.45;0.00><4; 538.18;4.73;0.00><3; 542.83;4.65;0.00><6; 549.10;6.27;0.00><5; 556.94;7.84;0.00><7; 578.50;21.56;0.00>"
1108,0,15,7,486.51,568.40,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.5;512.4;516.6;524.8;529.1;532.9;539.0;546.9;568.4;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;486.50;0;0><14; 512.40;25.90;0.00><13; 516.62;4.22;0.00><12; 524.84;8.22;0.00><11; 529.14;4.30;0.00><3; 532.87;3.73;0.00><6; 539.01;6.14;0.00><5; 546.85;7.84;0.00><7; 568.40;21.55;0.00>"
1109,0,15,7,486.57,578.50,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.6;512.5;516.7;524.9;529.9;533.1;533.6;538.3;542.9;549.1;556.9;578.5;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.57;,"<15;486.60;0;0><14; 512.46;25.86;0.00><13; 516.68;4.22;0.00><12; 524.90;8.22;0.00><16; 529.90;5.00;0.00><1; 533.12;3.23;0.00><2; 533.57;0.45;0.00><4; 538.30;4.73;0.00><3; 542.95;4.65;0.00><6; 549.09;6.14;0.00><5; 556.93;7.84;0.00><7; 578.50;21.57;0.00>"
1110,0,15,7,486.63,578.50,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.7;512.5;516.7;525.0;530.0;533.2;533.6;538.4;543.0;549.1;557.0;578.5;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;486.70;0;0><14; 512.52;25.82;0.00><13; 516.74;4.22;0.00><12; 524.96;8.22;0.00><16; 529.96;5.00;0.00><1; 533.18;3.23;0.00><2; 533.63;0.45;0.00><4; 538.36;4.73;0.00><3; 543.01;4.65;0.00><6; 549.15;6.14;0.00><5; 556.99;7.84;0.00><7; 578.50;21.51;0.00>"
1111,0,15,7,486.69,568.60,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.7;512.6;516.8;525.0;529.3;533.1;539.2;547.0;568.6;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;486.70;0;0><14; 512.58;25.88;0.00><13; 516.80;4.22;0.00><12; 525.02;8.22;0.00><11; 529.32;4.30;0.00><3; 533.05;3.73;0.00><6; 539.19;6.14;0.00><5; 547.03;7.84;0.00><7; 568.60;21.57;0.00>"
1112,0,15,7,486.75,568.60,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.8;512.6;516.9;525.1;529.4;533.1;539.2;547.1;568.6;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;486.80;0;0><14; 512.64;25.84;0.00><13; 516.86;4.22;0.00><12; 525.08;8.22;0.00><11; 529.38;4.30;0.00><3; 533.11;3.73;0.00><6; 539.25;6.14;0.00><5; 547.09;7.84;0.00><7; 568.60;21.51;0.00>"
1113,0,15,7,486.81,578.70,-0.01,1,91.89,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,486.8;512.7;516.9;525.1;530.1;533.4;533.8;538.5;543.2;549.3;557.2;578.7;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;486.80;0;0><14; 512.70;25.90;0.00><13; 516.92;4.22;0.00><12; 525.14;8.22;0.00><16; 530.13;5.00;0.00><1; 533.36;3.23;0.00><2; 533.81;0.45;0.00><4; 538.54;4.73;0.00><3; 543.19;4.65;0.00><6; 549.33;6.14;0.00><5; 557.17;7.84;0.00><7; 578.70;21.53;0.00>"
1114,0,15,7,486.87,568.70,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,486.9;512.8;517.0;525.2;529.5;533.2;539.4;547.2;568.7;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;486.90;0;0><14; 512.76;25.86;0.00><13; 516.98;4.22;0.00><12; 525.20;8.22;0.00><11; 529.50;4.30;0.00><3; 533.23;3.73;0.00><6; 539.37;6.14;0.00><5; 547.21;7.84;0.00><7; 568.70;21.49;0.00>"
1115,0,15,7,486.93,568.80,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.0;512.8;517.0;525.3;529.6;533.3;539.4;547.3;568.8;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;487.00;0;0><14; 512.82;25.82;0.00><13; 517.04;4.22;0.00><12; 525.26;8.22;0.00><11; 529.56;4.30;0.00><3; 533.29;3.73;0.00><6; 539.43;6.14;0.00><5; 547.27;7.84;0.00><7; 568.80;21.53;0.00>"
1116,0,15,7,486.99,578.90,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.0;512.9;517.1;525.3;530.3;533.5;534.0;538.7;543.4;549.5;557.4;578.9;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;487.00;0;0><14; 512.88;25.88;0.00><13; 517.10;4.22;0.00><12; 525.32;8.22;0.00><16; 530.31;5.00;0.00><1; 533.54;3.23;0.00><2; 533.99;0.45;0.00><4; 538.72;4.73;0.00><3; 543.37;4.65;0.00><6; 549.51;6.14;0.00><5; 557.35;7.84;0.00><7; 578.90;21.55;0.00>"
1117,0,15,7,487.05,578.90,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.1;512.9;517.2;525.4;530.4;533.6;534.0;538.8;543.4;549.6;557.4;578.9;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;487.10;0;0><14; 512.94;25.84;0.00><13; 517.16;4.22;0.00><12; 525.38;8.22;0.00><16; 530.37;5.00;0.00><1; 533.60;3.23;0.00><2; 534.05;0.45;0.00><4; 538.78;4.73;0.00><3; 543.43;4.65;0.00><6; 549.57;6.14;0.00><5; 557.41;7.84;0.00><7; 578.90;21.49;0.00>"
1118,0,15,7,487.11,569.00,-0.01,1,81.89,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.1;513.0;517.2;525.4;529.7;533.5;539.6;547.5;569.0;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;487.10;0;0><14; 513.00;25.90;0.00><13; 517.22;4.22;0.00><12; 525.44;8.22;0.00><11; 529.74;4.30;0.00><3; 533.47;3.73;0.00><6; 539.61;6.14;0.00><5; 547.45;7.84;0.00><7; 569.00;21.55;0.00>"
1119,0,15,7,487.17,569.00,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.2;513.1;517.3;525.5;529.8;533.5;539.7;547.5;569.0;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;487.20;0;0><14; 513.06;25.86;0.00><13; 517.28;4.22;0.00><12; 525.50;8.22;0.00><11; 529.80;4.30;0.00><3; 533.53;3.73;0.00><6; 539.67;6.14;0.00><5; 547.51;7.84;0.00><7; 569.00;21.49;0.00>"
1120,0,15,7,487.23,579.10,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.3;513.1;517.3;525.6;530.6;533.8;534.2;539.0;543.6;549.7;557.6;579.1;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;487.30;0;0><14; 513.12;25.82;0.00><13; 517.34;4.22;0.00><12; 525.56;8.22;0.00><16; 530.55;5.00;0.00><1; 533.78;3.23;0.00><2; 534.23;0.45;0.00><4; 538.96;4.73;0.00><3; 543.61;4.65;0.00><6; 549.75;6.14;0.00><5; 557.59;7.84;0.00><7; 579.10;21.51;0.00>"
1121,0,15,7,487.29,569.20,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.3;513.2;517.4;525.6;529.9;533.7;539.8;547.6;569.2;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;487.30;0;0><14; 513.18;25.88;0.00><13; 517.40;4.22;0.00><12; 525.62;8.22;0.00><11; 529.92;4.30;0.00><3; 533.65;3.73;0.00><6; 539.79;6.14;0.00><5; 547.63;7.84;0.00><7; 569.20;21.57;0.00>"
1122,0,15,7,487.35,569.20,0.05,1,81.85,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.4;513.2;517.5;525.7;530.0;533.7;539.8;547.7;569.2;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;487.40;0;0><14; 513.24;25.84;0.00><13; 517.46;4.22;0.00><12; 525.68;8.22;0.00><11; 529.98;4.30;0.00><3; 533.71;3.73;0.00><6; 539.85;6.14;0.00><5; 547.69;7.84;0.00><7; 569.20;21.51;0.00>"
1123,0,15,7,487.41,579.30,-0.01,1,91.89,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.4;513.3;517.5;525.7;530.7;534.0;534.4;539.1;543.8;549.9;557.8;579.3;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;487.40;0;0><14; 513.30;25.90;0.00><13; 517.52;4.22;0.00><12; 525.74;8.22;0.00><16; 530.73;5.00;0.00><1; 533.96;3.23;0.00><2; 534.41;0.45;0.00><4; 539.14;4.73;0.00><3; 543.79;4.65;0.00><6; 549.93;6.14;0.00><5; 557.77;7.84;0.00><7; 579.30;21.53;0.00>"
1124,0,15,7,487.47,579.40,0.03,1,91.93,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.5;513.4;517.6;525.8;530.8;534.0;534.5;539.2;543.8;550.0;557.8;579.4;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.57;,"<15;487.50;0;0><14; 513.36;25.86;0.00><13; 517.58;4.22;0.00><12; 525.80;8.22;0.00><16; 530.79;5.00;0.00><1; 534.02;3.23;0.00><2; 534.47;0.45;0.00><4; 539.20;4.73;0.00><3; 543.85;4.65;0.00><6; 549.99;6.14;0.00><5; 557.83;7.84;0.00><7; 579.40;21.57;0.00>"
1125,0,15,7,487.53,569.40,0.07,1,81.87,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.6;513.4;517.6;525.9;530.2;533.9;540.0;547.9;569.4;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;487.60;0;0><14; 513.42;25.82;0.00><13; 517.63;4.22;0.00><12; 525.86;8.22;0.00><11; 530.16;4.30;0.00><3; 533.89;3.73;0.00><6; 540.03;6.14;0.00><5; 547.87;7.84;0.00><7; 569.40;21.53;0.00>"
1126,0,15,7,487.59,579.50,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.6;513.5;517.7;525.9;530.9;534.1;534.6;539.3;544.0;550.1;557.9;579.5;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;487.60;0;0><14; 513.48;25.88;0.00><13; 517.69;4.22;0.00><12; 525.92;8.22;0.00><16; 530.91;5.00;0.00><1; 534.14;3.23;0.00><2; 534.59;0.45;0.00><4; 539.32;4.73;0.00><3; 543.97;4.65;0.00><6; 550.11;6.14;0.00><5; 557.95;7.84;0.00><7; 579.50;21.55;0.00>"
1127,0,15,7,487.65,579.50,0.05,1,91.85,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.7;513.5;517.8;526.0;531.0;534.2;534.6;539.4;544.0;550.2;558.0;579.5;,25.84;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.49;,"<15;487.70;0;0><14; 513.54;25.84;0.00><13; 517.75;4.22;0.00><12; 525.98;8.22;0.00><16; 530.97;5.00;0.00><1; 534.20;3.23;0.00><2; 534.65;0.45;0.00><4; 539.38;4.73;0.00><3; 544.03;4.65;0.00><6; 550.17;6.14;0.00><5; 558.01;7.84;0.00><7; 579.50;21.49;0.00>"
1128,0,15,7,487.71,569.60,-0.01,1,81.89,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.7;513.6;517.8;526.0;530.3;534.1;540.2;548.1;569.6;,25.90;4.22;8.22;4.30;3.73;6.14;7.84;21.55;,"<15;487.70;0;0><14; 513.60;25.90;0.00><13; 517.81;4.22;0.00><12; 526.04;8.22;0.00><11; 530.34;4.30;0.00><3; 534.07;3.73;0.00><6; 540.21;6.14;0.00><5; 548.05;7.84;0.00><7; 569.60;21.55;0.00>"
1129,0,15,7,487.77,569.60,0.03,1,81.83,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,487.8;513.7;517.9;526.1;530.4;534.1;540.3;548.1;569.6;,25.86;4.22;8.22;4.30;3.73;6.14;7.84;21.49;,"<15;487.80;0;0><14; 513.66;25.86;0.00><13; 517.87;4.22;0.00><12; 526.10;8.22;0.00><11; 530.40;4.30;0.00><3; 534.13;3.73;0.00><6; 540.27;6.14;0.00><5; 548.11;7.84;0.00><7; 569.60;21.49;0.00>"
1130,0,15,7,487.83,579.70,0.07,1,91.87,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.9;513.7;517.9;526.2;531.2;534.4;534.8;539.6;544.2;550.3;558.2;579.7;,25.82;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.51;,"<15;487.90;0;0><14; 513.72;25.82;0.00><13; 517.93;4.22;0.00><12; 526.16;8.22;0.00><16; 531.15;5.00;0.00><1; 534.38;3.23;0.00><2; 534.83;0.45;0.00><4; 539.56;4.73;0.00><3; 544.21;4.65;0.00><6; 550.35;6.14;0.00><5; 558.19;7.84;0.00><7; 579.70;21.51;0.00>"
1131,0,15,7,487.89,579.80,0.01,1,91.91,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,487.9;513.8;518.0;526.2;531.2;534.4;534.9;539.6;544.3;550.4;558.2;579.8;,25.88;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.55;,"<15;487.90;0;0><14; 513.78;25.88;0.00><13; 517.99;4.22;0.00><12; 526.22;8.22;0.00><16; 531.21;5.00;0.00><1; 534.44;3.23;0.00><2; 534.89;0.45;0.00><4; 539.62;4.73;0.00><3; 544.27;4.65;0.00><6; 550.41;6.14;0.00><5; 558.25;7.84;0.00><7; 579.80;21.55;0.00>"
1132,0,15,7,487.95,569.80,0.05,1,81.85,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,488.0;513.8;518.1;526.3;530.6;534.3;540.4;548.3;569.8;,25.84;4.22;8.22;4.30;3.73;6.14;7.84;21.51;,"<15;488.00;0;0><14; 513.84;25.84;0.00><13; 518.05;4.22;0.00><12; 526.28;8.22;0.00><11; 530.58;4.30;0.00><3; 534.31;3.73;0.00><6; 540.45;6.14;0.00><5; 548.29;7.84;0.00><7; 569.80;21.51;0.00>"
1133,0,15,7,488.01,579.90,-0.01,1,91.89,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,488.0;513.9;518.1;526.3;531.3;534.6;535.0;539.7;544.4;550.5;558.4;579.9;,25.90;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.53;,"<15;488.00;0;0><14; 513.90;25.90;0.00><13; 518.11;4.22;0.00><12; 526.34;8.22;0.00><16; 531.33;5.00;0.00><1; 534.56;3.23;0.00><2; 535.01;0.45;0.00><4; 539.74;4.73;0.00><3; 544.39;4.65;0.00><6; 550.53;6.14;0.00><5; 558.37;7.84;0.00><7; 579.90;21.53;0.00>"
1134,0,15,7,488.07,579.90,0.03,1,91.83,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,488.1;514.0;518.2;526.4;531.4;534.6;535.1;539.8;544.4;550.6;558.4;579.9;,25.86;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.47;,"<15;488.10;0;0><14; 513.96;25.86;0.00><13; 518.17;4.22;0.00><12; 526.40;8.22;0.00><16; 531.39;5.00;0.00><1; 534.62;3.23;0.00><2; 535.07;0.45;0.00><4; 539.80;4.73;0.00><3; 544.45;4.65;0.00><6; 550.59;6.14;0.00><5; 558.43;7.84;0.00><7; 579.90;21.47;0.00>"
1135,0,15,7,488.13,570.00,0.07,1,81.87,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,488.2;514.0;518.2;526.5;530.8;534.5;540.6;548.5;570.0;,25.82;4.22;8.22;4.30;3.73;6.14;7.84;21.53;,"<15;488.20;0;0><14; 514.02;25.82;0.00><13; 518.23;4.22;0.00><12; 526.46;8.22;0.00><11; 530.76;4.30;0.00><3; 534.49;3.73;0.00><6; 540.63;6.14;0.00><5; 548.47;7.84;0.00><7; 570.00;21.53;0.00>"
1136,0,15,7,488.19,570.10,0.01,1,81.91,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,488.2;514.1;518.3;526.5;530.8;534.6;540.7;548.5;570.1;,25.88;4.22;8.22;4.30;3.73;6.14;7.84;21.57;,"<15;488.20;0;0><14; 514.08;25.88;0.00><13; 518.29;4.22;0.00><12; 526.52;8.22;0.00><11; 530.82;4.30;0.00><3; 534.55;3.73;0.00><6; 540.69;6.14;0.00><5; 548.53;7.84;0.00><7; 570.10;21.57;0.00>"
