agent_id,trip_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
41,0,15,7,422.52,504.40,-0.02,1,81.88,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,422.5;448.4;452.6;460.8;465.1;468.9;475.0;482.9;504.4;,25.91;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;422.50;0;0><14; 448.41;25.91;0.00><13; 452.63;4.22;0.00><12; 460.85;8.22;0.00><11; 465.15;4.30;0.00><3; 468.88;3.73;0.00><6; 475.02;6.14;0.00><5; 482.86;7.84;0.00><7; 504.40;21.54;0.00>"
42,0,15,7,422.58,514.50,0.02,1,91.92,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,422.6;448.5;452.7;460.9;465.9;469.1;469.6;474.3;479.0;485.1;492.9;514.5;,25.87;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;422.60;0;0><14; 448.47;25.87;0.00><13; 452.69;4.22;0.00><12; 460.91;8.22;0.00><16; 465.91;5.00;0.00><1; 469.13;3.23;0.00><2; 469.58;0.45;0.00><4; 474.31;4.73;0.00><3; 478.96;4.65;0.00><6; 485.10;6.14;0.00><5; 492.94;7.84;0.00><7; 514.50;21.56;0.00>"
43,0,15,7,422.64,504.50,0.06,1,81.86,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,422.7;448.5;452.7;461.0;465.3;469.0;475.1;483.0;504.5;,25.83;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;422.70;0;0><14; 448.53;25.83;0.00><13; 452.75;4.22;0.00><12; 460.97;8.22;0.00><11; 465.27;4.30;0.00><3; 469.00;3.73;0.00><6; 475.14;6.14;0.00><5; 482.98;7.84;0.00><7; 504.50;21.52;0.00>"
44,0,15,7,422.70,504.60,0.00,1,81.90,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,422.7;448.6;452.8;461.0;465.3;469.1;475.2;483.0;504.6;,25.89;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;422.70;0;0><14; 448.59;25.89;0.00><13; 452.81;4.22;0.00><12; 461.03;8.22;0.00><11; 465.33;4.30;0.00><3; 469.06;3.73;0.00><6; 475.20;6.14;0.00><5; 483.04;7.84;0.00><7; 504.60;21.56;0.00>"
45,0,15,7,422.76,514.60,0.04,1,91.84,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,422.8;448.6;452.9;461.1;466.1;469.3;469.8;474.5;479.1;485.3;493.1;514.6;,25.85;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.48;,"<15;422.80;0;0><14; 448.65;25.85;0.00><13; 452.87;4.22;0.00><12; 461.09;8.22;0.00><16; 466.09;5.00;0.00><1; 469.31;3.23;0.00><2; 469.76;0.45;0.00><4; 474.49;4.73;0.00><3; 479.14;4.65;0.00><6; 485.28;6.14;0.00><5; 493.12;7.84;0.00><7; 514.60;21.48;0.00>"
46,0,15,7,422.82,514.70,-0.02,1,91.88,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,422.8;448.7;452.9;461.1;466.1;469.4;469.8;474.5;479.2;485.3;493.2;514.7;,25.91;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;422.80;0;0><14; 448.71;25.91;0.00><13; 452.93;4.22;0.00><12; 461.15;8.22;0.00><16; 466.15;5.00;0.00><1; 469.37;3.23;0.00><2; 469.82;0.45;0.00><4; 474.55;4.73;0.00><3; 479.20;4.65;0.00><6; 485.34;6.14;0.00><5; 493.18;7.84;0.00><7; 514.70;21.52;0.00>"
47,0,15,7,422.88,504.70,0.02,1,81.82,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,422.9;448.8;453.0;461.2;465.5;469.2;475.4;483.2;504.7;,25.87;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;422.90;0;0><14; 448.77;25.87;0.00><13; 452.99;4.22;0.00><12; 461.21;8.22;0.00><11; 465.51;4.30;0.00><3; 469.24;3.73;0.00><6; 475.38;6.14;0.00><5; 483.22;7.84;0.00><7; 504.70;21.48;0.00>"
48,0,15,7,422.94,514.80,0.06,1,91.86,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.0;448.8;453.0;461.3;466.3;469.5;469.9;474.7;479.3;485.5;493.3;514.8;,25.83;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;423.00;0;0><14; 448.83;25.83;0.00><13; 453.05;4.22;0.00><12; 461.27;8.22;0.00><16; 466.27;5.00;0.00><1; 469.49;3.23;0.00><2; 469.94;0.45;0.00><4; 474.67;4.73;0.00><3; 479.32;4.65;0.00><6; 485.46;6.14;0.00><5; 493.30;7.84;0.00><7; 514.80;21.50;0.00>"
49,0,15,7,423.00,514.90,0.00,1,91.90,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.0;448.9;453.1;461.3;466.3;469.6;470.0;474.7;479.4;485.5;493.4;514.9;,25.89;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;423.00;0;0><14; 448.89;25.89;0.00><13; 453.11;4.22;0.00><12; 461.33;8.22;0.00><16; 466.33;5.00;0.00><1; 469.55;3.23;0.00><2; 470.00;0.45;0.00><4; 474.73;4.73;0.00><3; 479.38;4.65;0.00><6; 485.52;6.14;0.00><5; 493.36;7.84;0.00><7; 514.90;21.54;0.00>"
50,0,15,7,423.06,504.90,0.04,1,81.84,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.1;448.9;453.2;461.4;465.7;469.4;475.6;483.4;504.9;,25.85;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;423.10;0;0><14; 448.95;25.85;0.00><13; 453.17;4.22;0.00><12; 461.39;8.22;0.00><11; 465.69;4.30;0.00><3; 469.42;3.73;0.00><6; 475.56;6.14;0.00><5; 483.40;7.84;0.00><7; 504.90;21.50;0.00>"
51,0,15,7,423.12,505.00,-0.02,1,81.88,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.1;449.0;453.2;461.4;465.7;469.5;475.6;483.5;505.0;,25.91;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;423.10;0;0><14; 449.01;25.91;0.00><13; 453.23;4.22;0.00><12; 461.45;8.22;0.00><11; 465.75;4.30;0.00><3; 469.48;3.73;0.00><6; 475.62;6.14;0.00><5; 483.46;7.84;0.00><7; 505.00;21.54;0.00>"
52,0,15,7,423.18,515.10,0.02,1,91.92,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.2;449.1;453.3;461.5;466.5;469.7;470.2;474.9;479.6;485.7;493.5;515.1;,25.87;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;423.20;0;0><14; 449.07;25.87;0.00><13; 453.29;4.22;0.00><12; 461.51;8.22;0.00><16; 466.51;5.00;0.00><1; 469.73;3.23;0.00><2; 470.18;0.45;0.00><4; 474.91;4.73;0.00><3; 479.56;4.65;0.00><6; 485.70;6.14;0.00><5; 493.54;7.84;0.00><7; 515.10;21.56;0.00>"
53,0,15,7,423.24,515.10,0.06,1,91.86,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.3;449.1;453.3;461.6;466.6;469.8;470.2;475.0;479.6;485.8;493.6;515.1;,25.83;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;423.30;0;0><14; 449.13;25.83;0.00><13; 453.35;4.22;0.00><12; 461.57;8.22;0.00><16; 466.57;5.00;0.00><1; 469.79;3.23;0.00><2; 470.24;0.45;0.00><4; 474.97;4.73;0.00><3; 479.62;4.65;0.00><6; 485.76;6.14;0.00><5; 493.60;7.84;0.00><7; 515.10;21.50;0.00>"
54,0,15,7,423.30,505.20,0.00,1,81.90,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.3;449.2;453.4;461.6;465.9;469.7;475.8;483.6;505.2;,25.89;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;423.30;0;0><14; 449.19;25.89;0.00><13; 453.41;4.22;0.00><12; 461.63;8.22;0.00><11; 465.93;4.30;0.00><3; 469.66;3.73;0.00><6; 475.80;6.14;0.00><5; 483.64;7.84;0.00><7; 505.20;21.56;0.00>"
55,0,15,7,423.36,515.20,0.04,1,91.84,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.4;449.2;453.5;461.7;466.7;469.9;470.4;475.1;479.7;485.9;493.7;515.2;,25.85;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.48;,"<15;423.40;0;0><14; 449.25;25.85;0.00><13; 453.47;4.22;0.00><12; 461.69;8.22;0.00><16; 466.69;5.00;0.00><1; 469.91;3.23;0.00><2; 470.36;0.45;0.00><4; 475.09;4.73;0.00><3; 479.74;4.65;0.00><6; 485.88;6.14;0.00><5; 493.72;7.84;0.00><7; 515.20;21.48;0.00>"
56,0,15,7,423.42,515.30,-0.02,1,91.88,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.4;449.3;453.5;461.7;466.7;470.0;470.4;475.1;479.8;485.9;493.8;515.3;,25.91;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;423.40;0;0><14; 449.31;25.91;0.00><13; 453.53;4.22;0.00><12; 461.75;8.22;0.00><16; 466.75;5.00;0.00><1; 469.97;3.23;0.00><2; 470.42;0.45;0.00><4; 475.15;4.73;0.00><3; 479.80;4.65;0.00><6; 485.94;6.14;0.00><5; 493.78;7.84;0.00><7; 515.30;21.52;0.00>"
57,0,15,7,423.48,505.30,0.02,1,81.82,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.5;449.4;453.6;461.8;466.1;469.8;476.0;483.8;505.3;,25.87;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;423.50;0;0><14; 449.37;25.87;0.00><13; 453.59;4.22;0.00><12; 461.81;8.22;0.00><11; 466.11;4.30;0.00><3; 469.84;3.73;0.00><6; 475.98;6.14;0.00><5; 483.82;7.84;0.00><7; 505.30;21.48;0.00>"
58,0,15,7,423.54,505.40,0.06,1,81.86,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.6;449.4;453.6;461.9;466.2;469.9;476.0;483.9;505.4;,25.83;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;423.60;0;0><14; 449.43;25.83;0.00><13; 453.65;4.22;0.00><12; 461.87;8.22;0.00><11; 466.17;4.30;0.00><3; 469.90;3.73;0.00><6; 476.04;6.14;0.00><5; 483.88;7.84;0.00><7; 505.40;21.52;0.00>"
59,0,15,7,423.60,515.50,0.00,1,91.90,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.6;449.5;453.7;461.9;466.9;470.2;470.6;475.3;480.0;486.1;494.0;515.5;,25.89;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;423.60;0;0><14; 449.49;25.89;0.00><13; 453.71;4.22;0.00><12; 461.93;8.22;0.00><16; 466.93;5.00;0.00><1; 470.15;3.23;0.00><2; 470.60;0.45;0.00><4; 475.33;4.73;0.00><3; 479.98;4.65;0.00><6; 486.12;6.14;0.00><5; 493.96;7.84;0.00><7; 515.50;21.54;0.00>"
60,0,15,7,423.66,505.50,0.04,1,81.84,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.7;449.5;453.8;462.0;466.3;470.0;476.2;484.0;505.5;,25.85;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;423.70;0;0><14; 449.55;25.85;0.00><13; 453.77;4.22;0.00><12; 461.99;8.22;0.00><11; 466.29;4.30;0.00><3; 470.02;3.73;0.00><6; 476.16;6.14;0.00><5; 484.00;7.84;0.00><7; 505.50;21.50;0.00>"
61,0,15,7,423.72,505.60,-0.02,1,81.88,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.7;449.6;453.8;462.0;466.3;470.1;476.2;484.1;505.6;,25.91;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;423.70;0;0><14; 449.61;25.91;0.00><13; 453.83;4.22;0.00><12; 462.05;8.22;0.00><11; 466.35;4.30;0.00><3; 470.08;3.73;0.00><6; 476.22;6.14;0.00><5; 484.06;7.84;0.00><7; 505.60;21.54;0.00>"
62,0,15,7,423.78,515.70,0.02,1,91.92,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.8;449.7;453.9;462.1;467.1;470.3;470.8;475.5;480.2;486.3;494.1;515.7;,25.87;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;423.80;0;0><14; 449.67;25.87;0.00><13; 453.89;4.22;0.00><12; 462.11;8.22;0.00><16; 467.11;5.00;0.00><1; 470.33;3.23;0.00><2; 470.78;0.45;0.00><4; 475.51;4.73;0.00><3; 480.16;4.65;0.00><6; 486.30;6.14;0.00><5; 494.14;7.84;0.00><7; 515.70;21.56;0.00>"
63,0,15,7,423.84,515.70,0.06,1,91.86,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,423.9;449.7;453.9;462.2;467.2;470.4;470.8;475.6;480.2;486.4;494.2;515.7;,25.83;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;423.90;0;0><14; 449.73;25.83;0.00><13; 453.95;4.22;0.00><12; 462.17;8.22;0.00><16; 467.17;5.00;0.00><1; 470.39;3.23;0.00><2; 470.84;0.45;0.00><4; 475.57;4.73;0.00><3; 480.22;4.65;0.00><6; 486.36;6.14;0.00><5; 494.20;7.84;0.00><7; 515.70;21.50;0.00>"
64,0,15,7,423.90,505.80,0.00,1,81.90,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,423.9;449.8;454.0;462.2;466.5;470.3;476.4;484.2;505.8;,25.89;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;423.90;0;0><14; 449.79;25.89;0.00><13; 454.01;4.22;0.00><12; 462.23;8.22;0.00><11; 466.53;4.30;0.00><3; 470.26;3.73;0.00><6; 476.40;6.14;0.00><5; 484.24;7.84;0.00><7; 505.80;21.56;0.00>"
65,0,15,7,423.96,505.80,0.04,1,81.84,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.0;449.8;454.1;462.3;466.6;470.3;476.5;484.3;505.8;,25.85;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;424.00;0;0><14; 449.85;25.85;0.00><13; 454.07;4.22;0.00><12; 462.29;8.22;0.00><11; 466.59;4.30;0.00><3; 470.32;3.73;0.00><6; 476.46;6.14;0.00><5; 484.30;7.84;0.00><7; 505.80;21.50;0.00>"
66,0,15,7,424.02,515.90,-0.02,1,91.88,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.0;449.9;454.1;462.3;467.3;470.6;471.0;475.7;480.4;486.5;494.4;515.9;,25.91;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;424.00;0;0><14; 449.91;25.91;0.00><13; 454.13;4.22;0.00><12; 462.35;8.22;0.00><16; 467.35;5.00;0.00><1; 470.57;3.23;0.00><2; 471.02;0.45;0.00><4; 475.75;4.73;0.00><3; 480.40;4.65;0.00><6; 486.54;6.14;0.00><5; 494.38;7.84;0.00><7; 515.90;21.52;0.00>"
67,0,15,7,424.08,505.90,0.02,1,81.82,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.1;450.0;454.2;462.4;466.7;470.4;476.6;484.4;505.9;,25.87;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;424.10;0;0><14; 449.97;25.87;0.00><13; 454.19;4.22;0.00><12; 462.41;8.22;0.00><11; 466.71;4.30;0.00><3; 470.44;3.73;0.00><6; 476.58;6.14;0.00><5; 484.42;7.84;0.00><7; 505.90;21.48;0.00>"
68,0,15,7,424.14,506.00,0.06,1,81.86,1,1,2,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.2;450.0;454.2;462.5;466.8;470.5;476.6;484.5;506.0;,25.83;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;424.20;0;0><14; 450.03;25.83;0.00><13; 454.25;4.22;0.00><12; 462.47;8.22;0.00><11; 466.77;4.30;0.00><3; 470.50;3.73;0.00><6; 476.64;6.14;0.00><5; 484.48;7.84;0.00><7; 506.00;21.52;0.00>"
69,0,15,7,424.20,516.10,0.00,1,91.90,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.2;450.1;454.3;462.5;467.5;470.8;471.2;475.9;480.6;486.7;494.6;516.1;,25.89;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;424.20;0;0><14; 450.09;25.89;0.00><13; 454.31;4.22;0.00><12; 462.53;8.22;0.00><16; 467.53;5.00;0.00><1; 470.75;3.23;0.00><2; 471.20;0.45;0.00><4; 475.93;4.73;0.00><3; 480.58;4.65;0.00><6; 486.72;6.14;0.00><5; 494.56;7.84;0.00><7; 516.10;21.54;0.00>"
70,0,15,7,424.26,516.30,0.04,1,92.04,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.3;450.1;454.4;462.6;467.6;470.8;471.3;476.0;480.6;486.9;494.7;516.3;,25.85;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.26;7.84;21.56;,"<15;424.30;0;0><14; 450.15;25.85;0.00><13; 454.37;4.22;0.00><12; 462.59;8.22;0.00><16; 467.59;5.00;0.00><1; 470.81;3.23;0.00><2; 471.26;0.45;0.00><4; 475.99;4.73;0.00><3; 480.64;4.65;0.00><6; 486.90;6.26;0.00><5; 494.74;7.84;0.00><7; 516.30;21.56;0.00>"
71,0,15,7,424.32,506.20,-0.02,1,81.88,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.3;450.2;454.4;462.6;466.9;470.7;476.8;484.7;506.2;,25.91;4.22;8.22;4.30;3.73;6.14;7.84;21.54;,"<15;424.30;0;0><14; 450.21;25.91;0.00><13; 454.43;4.22;0.00><12; 462.65;8.22;0.00><11; 466.95;4.30;0.00><3; 470.68;3.73;0.00><6; 476.82;6.14;0.00><5; 484.66;7.84;0.00><7; 506.20;21.54;0.00>"
72,0,15,7,424.38,516.30,0.02,1,91.92,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.4;450.3;454.5;462.7;467.7;470.9;471.4;476.1;480.8;486.9;494.7;516.3;,25.87;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.56;,"<15;424.40;0;0><14; 450.27;25.87;0.00><13; 454.49;4.22;0.00><12; 462.71;8.22;0.00><16; 467.71;5.00;0.00><1; 470.93;3.23;0.00><2; 471.38;0.45;0.00><4; 476.11;4.73;0.00><3; 480.76;4.65;0.00><6; 486.90;6.14;0.00><5; 494.74;7.84;0.00><7; 516.30;21.56;0.00>"
73,0,15,7,424.44,516.30,0.06,1,91.86,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.5;450.3;454.5;462.8;467.8;471.0;471.4;476.2;480.8;487.0;494.8;516.3;,25.83;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.50;,"<15;424.50;0;0><14; 450.33;25.83;0.00><13; 454.55;4.22;0.00><12; 462.77;8.22;0.00><16; 467.77;5.00;0.00><1; 470.99;3.23;0.00><2; 471.44;0.45;0.00><4; 476.17;4.73;0.00><3; 480.82;4.65;0.00><6; 486.96;6.14;0.00><5; 494.80;7.84;0.00><7; 516.30;21.50;0.00>"
74,0,15,7,424.50,506.40,0.00,1,81.90,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.5;450.4;454.6;462.8;467.1;470.9;477.0;484.8;506.4;,25.89;4.22;8.22;4.30;3.73;6.14;7.84;21.56;,"<15;424.50;0;0><14; 450.39;25.89;0.00><13; 454.61;4.22;0.00><12; 462.83;8.22;0.00><11; 467.13;4.30;0.00><3; 470.86;3.73;0.00><6; 477.00;6.14;0.00><5; 484.84;7.84;0.00><7; 506.40;21.56;0.00>"
75,0,15,7,424.56,506.40,0.04,1,81.84,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.6;450.4;454.7;462.9;467.2;470.9;477.1;484.9;506.4;,25.85;4.22;8.22;4.30;3.73;6.14;7.84;21.50;,"<15;424.60;0;0><14; 450.45;25.85;0.00><13; 454.67;4.22;0.00><12; 462.89;8.22;0.00><11; 467.19;4.30;0.00><3; 470.92;3.73;0.00><6; 477.06;6.14;0.00><5; 484.90;7.84;0.00><7; 506.40;21.50;0.00>"
76,0,15,7,424.62,516.50,-0.02,1,91.88,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.6;450.5;454.7;462.9;467.9;471.2;471.6;476.3;481.0;487.1;495.0;516.5;,25.91;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.52;,"<15;424.60;0;0><14; 450.51;25.91;0.00><13; 454.73;4.22;0.00><12; 462.95;8.22;0.00><16; 467.95;5.00;0.00><1; 471.17;3.23;0.00><2; 471.62;0.45;0.00><4; 476.35;4.73;0.00><3; 481.00;4.65;0.00><6; 487.14;6.14;0.00><5; 494.98;7.84;0.00><7; 516.50;21.52;0.00>"
77,0,15,7,424.68,506.50,0.02,1,81.82,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.7;450.6;454.8;463.0;467.3;471.0;477.2;485.0;506.5;,25.87;4.22;8.22;4.30;3.73;6.14;7.84;21.48;,"<15;424.70;0;0><14; 450.57;25.87;0.00><13; 454.79;4.22;0.00><12; 463.01;8.22;0.00><11; 467.31;4.30;0.00><3; 471.04;3.73;0.00><6; 477.18;6.14;0.00><5; 485.02;7.84;0.00><7; 506.50;21.48;0.00>"
78,0,15,7,424.74,506.60,0.06,1,81.86,1,1,1,2,1.00,0.000,0.000,109.114,0.000000,0.000000,0.000000,0.000000,0.000000,0,9,,,15;14;13;12;11;3;6;5;7;,424.8;450.6;454.8;463.1;467.4;471.1;477.2;485.1;506.6;,25.83;4.22;8.22;4.30;3.73;6.14;7.84;21.52;,"<15;424.80;0;0><14; 450.63;25.83;0.00><13; 454.85;4.22;0.00><12; 463.07;8.22;0.00><11; 467.37;4.30;0.00><3; 471.10;3.73;0.00><6; 477.24;6.14;0.00><5; 485.08;7.84;0.00><7; 506.60;21.52;0.00>"
79,0,15,7,424.80,516.70,0.00,1,91.90,1,1,2,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.8;450.7;454.9;463.1;468.1;471.4;471.8;476.5;481.2;487.3;495.2;516.7;,25.89;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.54;,"<15;424.80;0;0><14; 450.69;25.89;0.00><13; 454.91;4.22;0.00><12; 463.13;8.22;0.00><16; 468.13;5.00;0.00><1; 471.35;3.23;0.00><2; 471.80;0.45;0.00><4; 476.53;4.73;0.00><3; 481.18;4.65;0.00><6; 487.32;6.14;0.00><5; 495.16;7.84;0.00><7; 516.70;21.54;0.00>"
80,0,15,7,424.86,516.70,0.04,1,91.84,1,1,1,2,1.00,0.000,0.000,122.471,0.000000,0.000000,0.000000,0.000000,0.000000,0,12,,,15;14;13;12;16;1;2;4;3;6;5;7;,424.9;450.7;455.0;463.2;468.2;471.4;471.9;476.6;481.2;487.4;495.2;516.7;,25.85;4.22;8.22;5.00;3.23;0.45;4.73;4.65;6.14;7.84;21.48;,"<15;424.90;0;0><14; 450.75;25.85;0.00><13; 454.97;4.22;0.00><12; 463.19;8.22;0.00><16; 468.19;5.00;0.00><1; 471.41;3.23;0.00><2; 471.86;0.45;0.00><4; 476.59;4.73;0.00><3; 481.24;4.65;0.00><6; 487.38;6.14;0.00><5; 495.22;7.84;0.00><7; 516.70;21.48;0.00>"
